date,baseline,sample_ID,plot,treatment,depth,start_end,time,height,std,std_conc,percent_sample,percent_400,cancel,note
3/16/2022,5.00,std,,,,,9:17 AM,32.5,1,400,,,,
3/16/2022,5.00,std,,,,,9:18 AM,32.1,1,400,,,,
3/16/2022,5.00,std,,,,,9:19 AM,31.8,1,400,,,,
3/16/2022,5.00,std,,,,,9:22 AM,195.5,1,2500,,,,
3/16/2022,5.00,std,,,,,9:23 AM,197.1,1,2500,,,,
3/16/222,5.00,std,,,,,9:24 AM,197.6,1,2500,,,,
3/16/2022,5.00,std,,,,,9:27 AM,361.7,1,5000,,,,
3/16/2022,5.00,std,,,,,9:29 AM,357.6,1,5000,,,,
3/16/2022,5.00,std,,,,,9:31 AM,358.3,1,5000,,,,
3/16/2022,5.00,std,,,,,9:33 AM,1298,1,20000,,,,
3/16/2022,5.00,std,,,,,9:35 AM,1263.8,1,20000,,,,
3/16/2022,5.00,std,,,,,9:37 AM,1278.5,1,20000,,,,
,5.00,,,,,,,,,,,,,
3/16/2022,5.00,V,,,,end,9:39 AM,1525.6,,,,,,
3/16/2022,5.00,S,,,,end,9:43 AM,305.4,,,0.1,0.9,,
3/16/2022,5.00,W,,,,end,9:44 AM,862.4,,,,,,
3/16/2022,5.00,G,,,,end,9:49 AM,329.8,,,0.1,0.9,,
3/16/2022,5.00,W,,,,start,10:18 AM,37,,,,,,
3/16/2022,5.00,V,,,,start,10:19 AM,42.3,,,,,,
3/16/2022,5.00,G,,,,start,10:21 AM,37.5,,,,,,
3/16/2022,5.00,S,,,,start,10:22 AM,42.5,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
