date,baseline,sample_ID,plot,treatment,depth,start_end,time,height,std,std_conc,percent_sample,percent_400,cancel,note
3/1/2022,5.00,std,,,,,12:26 PM,32.5,1,400,,,,
3/1/222,5.00,std,,,,,12:27 PM,32.7,1,400,,,,
3/1/2022,5.00,std,,,,,12:28 PM,32.6,1,400,,,,
3/1/2022,5.00,std,,,,,12:31 PM,177.3,1,2500,,,,
3/1/2022,5.00,std,,,,,12:32 PM,171.8,1,2500,,,,
3/1/2022,5.00,std,,,,,12:33 PM,104,1,2500,,,1,seems off…
3/1/2022,5.00,std,,,,,12:34 PM,137.7,1,2500,,,1,also seems off…maybe air finally too low
3/1/2022,5.00,std,,,,,12:38 PM,1352,1,20000,,,,
3/1/2022,5.00,std,,,,,12:39 PM,1355.7,1,20000,,,,
3/1/2022,5.00,std,,,,,12:41 PM,1362.8,1,20000,,,,
1-Mar,5.00,G,,,,end,12:45 PM,748,,,0.1,0.9,,
3/1/2022,5.00,W,,,,end,12:47 PM,250.4,,,0.1,0.9,,
3/1/2022,5.00,S,,,,end,12:50 PM,322.7,,,0.1,0.9,,
3/1/2022,5.00,V,,,,end,12:51 PM,356.2,,,0.1,0.9,,
3/1/2022,5.00,W,,,,start,12:56 PM,52.9,,,,,,
3/1/2022,5.00,G,,,,start,12:57 PM,482.5,,,,,,
3/1/2022,5.00,S,,,,start,12:59 PM,84.7,,,,,,
3/1/2022,5.00,V,,,,start,1:01 PM,82.9,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,5.00,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
